,metric_name,metric_id,mean_squared_error,training_time,inference_time
0,cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,3.57692781768308,15.781440258026123,0.04182147979736328
1,messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,0.7889433666979072,6.263408899307251,0.04011225700378418
2,cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,10.890599430004954,6.757342338562012,0.1726551055908203
3,messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,0.001596993777869646,6.605173349380493,0.06624126434326172
4,cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,4.5973907368108335,8.097817420959473,0.03914499282836914
5,consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0.0236549386669024,6.410216331481934,0.03958749771118164
6,ack,eff3da11-6f06-48a4-8187-35fdcded15ec,35.50543085384527,6.826552391052246,0.04025554656982422
7,ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,0.0,6.848907232284546,0.044786691665649414
8,cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,4.0572943567047535,6.664897680282593,0.043801069259643555
9,messages,406bb3d8-3043-4169-aa78-406dd46d26db,41231.965851751476,6.357398748397827,0.03869032859802246
10,cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,3.3924399585512917,6.476147890090942,0.05948805809020996
11,messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,0.0,4.925609350204468,0.03361010551452637
12,messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,0.0,7.165967226028442,0.043738365173339844
13,messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,0.518226074005049,6.8991498947143555,0.047757863998413086
14,messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,0.980546439083131,7.376254081726074,0.047591447830200195
15,messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,12369.100209796992,6.981762886047363,0.06706643104553223
16,messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,0.0,6.9695188999176025,0.05184793472290039
17,ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,0.0,7.084028244018555,0.04272603988647461
18,cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,7.428614333311828,6.339361667633057,0.0428159236907959
19,consumers,4583b548-0919-422e-84bd-7861d392be6c,0.38242287172961076,6.371398687362671,0.03515315055847168
20,cpu_prct_used,19de83dd-60a6-4b55-810d-e7c6522270d4,2.0748533725637484,6.514110088348389,0.04920792579650879
21,messages,9bf7d77c-470b-4271-9842-3f39813df39d,85.30655313522227,7.291506767272949,0.04208779335021973
22,memoryConsumed,f943f1e8-4ebd-45b0-95ac-5fb0514e6b15,210340.78801792106,23.673071146011353,0.1780705451965332
23,cpu_prct_used,2c354d5d-5a3d-4281-ab05-3b0e8074cac4,0.25244789926822564,6.363106727600098,0.04016304016113281
24,cpu_prct_used,1a78350c-5973-4525-a5a3-f8c9532c1300,9.628661809143745,6.32896089553833,0.04046893119812012
25,ack,b04775fb-05d1-4430-82b8-ccf012ffb951,0.4315565381201117,6.371591091156006,0.04243111610412598
26,cpu_prct_used,99cfb50b-d959-40b5-b137-911a99d41eed,1.208416091891099,23.56797456741333,0.06915521621704102
27,ack,83d9cb78-0b13-482b-91ef-e712e11829df,0.1507706917638704,6.728935241699219,0.04877805709838867
28,messages_ready,5954115e-4dea-40b6-b29d-08a6ecaa90e9,0.0,7.261770248413086,0.043605804443359375
29,messages_unacknowledged,a704402a-78cf-4fc9-aad2-7e960865af94,0.2751473238102074,7.507417440414429,0.044489145278930664
30,cpu_prct_used,2883c27f-a3f0-4ebe-92eb-f59f58a67321,3.4687840915413672,6.467629671096802,0.0422976016998291
31,memoryConsumed,6aa27981-dbbe-4b2a-888e-86ac62b627db,7291.772623992057,23.020381689071655,0.06459236145019531
32,cpu_prct_used,a55d4b31-c24f-45dc-ab83-1a49d2ca66dd,13.736570145964384,6.646455526351929,0.04419422149658203
33,cpu_prct_used,ac8519bc-2985-4869-8aa8-c5fdfc68ec44,3.883732830558471,6.114417552947998,0.04270362854003906
34,cpu_usage,4b230578-a6b1-4b08-bc78-4caf3771c3f7,6.0689606926976925e-05,24.47604513168335,0.2271575927734375
35,ack,0e33bc37-e207-4c4c-bad0-f8f9b7dc45a3,0.0,6.2133729457855225,0.03821063041687012
36,messages_ready,c1551b0b-59c9-4520-a9aa-e37cf66e14d6,0.0,6.369909286499023,0.037236928939819336
37,cpu_prct_used,af33574c-c852-4b76-9e67-b19ad444250d,0.23332922000892461,6.2900989055633545,0.03911566734313965
38,cpu_usage,7e4a1bad-0fa8-470b-bf78-97a4dc24f68f,0.15003168943563672,3.9064414501190186,0.11139750480651855
