metric_name,metric_id,mean_squared_error,p_Value,training_time,inference_time,order_time
cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,5.39401310414132,1.16705426326276E-06,0.759843826293945,0.000592470169067,22.2629547119141
messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,3.42630236117859,1.54740651694299E-06,0.210652351379395,0.000656604766846,10.9208245277405
cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,11.0577364182062,1.15329213540465E-05,0.585470199584961,0.000565767288208,20.2297275066376
messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,0.00087143559599,0,0.458250284194946,0.001534938812256,2.66847801208496
cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,12.6844974403593,0.002959165039359,0.137892246246338,0.000415086746216,17.2369725704193
consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0.001765568723443,0,0.410766839981079,0.000412702560425,3.50779795646667
ack,eff3da11-6f06-48a4-8187-35fdcded15ec,24.5962471817616,3.73248296781543E-08,6.29735374450684,0.000797986984253,88.17116522789
ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,4.8245581658957E-06,,0.436080932617188,0.000385046005249,0.156238079071045
cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,5.90456542891212,3.44635963912909E-06,0.151423692703247,0.000404834747314,19.2839920520782
messages,406bb3d8-3043-4169-aa78-406dd46d26db,390143.408775867,0.497219971165777,1.6745445728302,0.000603437423706,48.6874816417694
cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,6.71550730436133,9.48633341786328E-05,0.931491851806641,0.000680685043335,38.1667444705963
messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,4.82455816589572E-06,,0.32077169418335,0.000699996948242,0.16927981376648
messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,4.8245581658957E-06,,0.553829431533814,0.000406265258789,0.246419906616211
messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,0.567536134273134,3.1601178076952E-23,2.0889687538147,0.00101900100708,23.1752841472626
messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,1688.22596045306,5.45826948006666E-06,5.88119530677795,0.000807523727417,101.584958553314
messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,390145.035258819,0.497229669187284,1.39259099960327,0.000763416290283,39.6690998077393
messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,4.82455816589571E-06,,0.328924894332886,0.00041651725769,0.161157369613647
ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,4.82455816589571E-06,,0.358205318450928,0.000393867492676,0.147065162658691
cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,15.3646797294497,3.14320051552502E-06,0.946704626083374,0.000425815582275,129.994519233704
consumers,4583b548-0919-422e-84bd-7861d392be6c,0.005276791172021,2.52966794674624E-07,0.223516225814819,0.000429153442383,7.96531224250794
cpu_prct_used,19de83dd-60a6-4b55-810d-e7c6522270d4,9.45096719746969,0.158208879349386,1.38447761535645,0.000747442245483,46.5244238376617
messages,9bf7d77c-470b-4271-9842-3f39813df39d,174.071772629583,0.031600860459192,0.964523315429688,0.000435829162598,29.8764197826385
memoryConsumed,f943f1e8-4ebd-45b0-95ac-5fb0514e6b15,583708.245205886,2.81400650538452E-28,2.80331945419312,0.000468254089355,159.940427541733
cpu_prct_used,2c354d5d-5a3d-4281-ab05-3b0e8074cac4,0.321853442304393,2.13109606704207E-05,0.194627285003662,0.000427484512329,4.3358473777771
cpu_prct_used,1a78350c-5973-4525-a5a3-f8c9532c1300,12.3448780829287,0.002237585168161,0.846837282180786,0.000436067581177,22.8218834400177
ack,b04775fb-05d1-4430-82b8-ccf012ffb951,0.277442606666154,1.94164941741637E-14,0.321254968643188,0.000619173049927,5.7157142162323
cpu_prct_used,99cfb50b-d959-40b5-b137-911a99d41eed,2.09065607859307,8.1875898933462E-11,2.4617874622345,0.000452995300293,114.836601257324
ack,83d9cb78-0b13-482b-91ef-e712e11829df,0.132008343720895,1.03502518714157E-11,0.221850395202637,0.000434875488281,10.6120193004608
messages_ready,5954115e-4dea-40b6-b29d-08a6ecaa90e9,4.82455816589571E-06,,0.323940277099609,0.000383615493774,0.136349439620972
messages_unacknowledged,a704402a-78cf-4fc9-aad2-7e960865af94,0.210963244345836,3.03854041482336E-09,1.21743869781494,0.000804424285889,24.3846628665924
cpu_prct_used,2883c27f-a3f0-4ebe-92eb-f59f58a67321,3.42358949632051,3.13452507988344E-15,0.25616455078125,0.000523090362549,12.601131439209
memoryConsumed,6aa27981-dbbe-4b2a-888e-86ac62b627db,7397.71468289834,1.95558087197158E-28,2.58673906326294,0.000455379486084,28.0942380428314
cpu_prct_used,a55d4b31-c24f-45dc-ab83-1a49d2ca66dd,18.465249169196,0.054711480554714,0.466073513031006,0.000444889068604,13.306925535202
cpu_prct_used,ac8519bc-2985-4869-8aa8-c5fdfc68ec44,4.9721117202607,2.83201653918693E-16,0.157979011535645,0.000424385070801,10.8635513782501
cpu_usage,4b230578-a6b1-4b08-bc78-4caf3771c3f7,0.000189265039596,1.47165378821333E-25,21.2696192264557,0.000860929489136,251.284179449081
ack,0e33bc37-e207-4c4c-bad0-f8f9b7dc45a3,4.82455816589571E-06,,0.204636573791504,0.000435352325439,0.136837720870972
messages_ready,c1551b0b-59c9-4520-a9aa-e37cf66e14d6,4.8245581658957E-06,,0.34983491897583,0.000507116317749,0.137235641479492
cpu_prct_used,af33574c-c852-4b76-9e67-b19ad444250d,0.252838905450401,0.02179024092544,0.593976974487305,0.00081467628479,24.1160416603088
cpu_usage,7e4a1bad-0fa8-470b-bf78-97a4dc24f68f,0.1548464771502,2.5920734647113E-10,0.331033706665039,0.000441551208496,6.92003965377808
messages,0835b76f-d695-4a13-b6e2-4a4617fd7338,17,0.770008333094711,0.048071384429932,0.000425815582275,0.98783016204834
cpu,a81f3ad9-93cf-488c-8810-7dd44ef25a6e,0.893765255501401,2.02827863245942E-13,0.122173547744751,0.000526428222656,8.99663066864014
cpu_prct_used,bc1494de-1529-4905-9fb3-51e440f7fa07,7.53747833405229,0.003634930464898,2.78097200393677,0.000849485397339,73.5954563617706
