metric_name,metric_id,mean_squared_error,p_Value,training_time,inference_time,order_time
cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,5.39401310414132,1.16705426326276E-06,0.438956499099731,0.000417947769165,10.3001866340637
messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,3.42630236117859,1.54740651694299E-06,0.088377237319946,0.000398874282837,4.94689130783081
cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,11.0577364182062,1.15329213540465E-05,0.30705189704895,0.000410795211792,9.67775964736939
messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,0.00087143559599,0,0.213445425033569,0.000401735305786,1.53676843643188
cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,12.6844974403593,0.002959165039359,0.133098602294922,0.000418901443481,8.82388210296631
consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0.001765568723443,0,0.207704305648804,0.000397443771362,2.2166633605957
ack,eff3da11-6f06-48a4-8187-35fdcded15ec,24.5962471817616,3.73248296781543E-08,5.39574909210205,0.00079607963562,44.7922713756561
ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,4.8245581658957E-06,,0.360099792480469,0.000401258468628,0.15024733543396
cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,5.90456542891212,3.44635963912909E-06,0.150497674942017,0.000422954559326,10.9227440357208
messages,406bb3d8-3043-4169-aa78-406dd46d26db,545764.8440435,0.497219971165777,0.517253637313843,0.000431060791016,35.8215863704681
cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,6.71550730436133,9.48633341786328E-05,0.324212074279785,0.000421524047852,18.0233807563782
messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,4.82455816589572E-06,,0.128455400466919,0.000358819961548,0.100046396255493
messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,4.8245581658957E-06,,0.338724136352539,0.000409841537476,0.139308452606201
messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,0.567536134273134,3.1601178076952E-23,0.829683780670166,0.000421047210693,9.64666175842285
messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,1688.22596045306,5.45826948006666E-06,4.21729731559753,0.000806331634521,50.7803492546082
messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,531691.914340094,0.497229669187284,1.29235577583313,0.000433921813965,21.0234146118164
messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,4.82455816589571E-06,,0.309340000152588,0.000381946563721,0.153237342834473
ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,4.82455816589571E-06,,0.336326837539673,0.000401496887207,0.13902759552002
cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,15.3646797294497,3.14320051552502E-06,0.944113254547119,0.000422477722168,57.0343396663666
