metric_name,metric_id,mean_squared_error,p_Value,training_time,inference_time,order_time
cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,5.39401310437472,1.16705426326276E-06,0.425669193267822,0.000411510467529,9.59124040603638
messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,3.42630236117859,1.54740651694299E-06,0.08828067779541,0.000399589538574,4.69062113761902
cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,11.0577364182062,1.15329213540465E-05,0.29763388633728,0.000410556793213,9.01467633247376
messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,0.00087143559599,0,0.215459585189819,0.000411987304688,1.44780087471008
cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,12.6844974403593,0.002959165039359,0.132105112075806,0.000412702560425,8.71615171432495
consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0.001765568723443,0,0.207381963729858,0.000400066375732,2.20223689079285
ack,eff3da11-6f06-48a4-8187-35fdcded15ec,24.5939529807359,3.73248296781543E-08,5.24242639541626,0.000860214233398,52.8405725955963
ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,4.8245581658957E-06,,0.457354784011841,0.000463724136353,0.157104969024658
cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,5.904565430075,3.44635963912909E-06,0.260954618453979,0.000441789627075,12.5381772518158
messages,406bb3d8-3043-4169-aa78-406dd46d26db,545764.8440435,0.497219971165777,0.521850109100342,0.000493764877319,43.4402611255646
cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,6.71550719009509,9.48633341786328E-05,0.465241432189941,0.000897645950317,24.0603342056274
messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,4.82455816589572E-06,,0.140475511550903,0.000402450561523,0.109107971191406
messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,4.8245581658957E-06,,0.455915451049805,0.000452756881714,0.142939805984497
messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,0.567536148683753,3.1601178076952E-23,0.932009935379028,0.000438451766968,11.8542313575745
messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,1688.57288611806,5.45826948006666E-06,4.58427667617798,0.000832557678223,52.9802751541138
messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,531691.901786065,0.497229669187284,3.26852083206177,0.000668525695801,21.3298780918121
messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,4.82455816589571E-06,,0.401679039001465,0.00042724609375,0.12898325920105
ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,4.82455816589571E-06,,0.346607685089111,0.000413417816162,0.138481855392456
cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,15.3647292674384,3.14320051552502E-06,0.984654903411865,0.000438213348389,82.9912495613098
consumers,4583b548-0919-422e-84bd-7861d392be6c,0.005276791172021,2.52966794674624E-07,0.221350908279419,0.000456809997559,7.28135442733765
cpu_prct_used,19de83dd-60a6-4b55-810d-e7c6522270d4,38.1383253322758,0.158208879349386,1.86477565765381,0.000449657440186,42.1647667884827
messages,9bf7d77c-470b-4271-9842-3f39813df39d,171.142541736623,0.031600860459192,1.1769003868103,0.000451564788818,36.6465229988098
memoryConsumed,f943f1e8-4ebd-45b0-95ac-5fb0514e6b15,583708.245205886,2.81400650538452E-28,3.64636826515198,0.000480651855469,130.967648983002
cpu_prct_used,2c354d5d-5a3d-4281-ab05-3b0e8074cac4,0.321853442304393,2.13109606704207E-05,0.192121982574463,0.000448703765869,4.30079030990601
cpu_prct_used,1a78350c-5973-4525-a5a3-f8c9532c1300,12.3448780829287,0.002237585168161,1.74541115760803,0.000837087631226,26.3532252311707
ack,b04775fb-05d1-4430-82b8-ccf012ffb951,0.277442606666154,1.94164941741637E-14,0.298006296157837,0.000455379486084,5.67659997940064
cpu_prct_used,99cfb50b-d959-40b5-b137-911a99d41eed,2.09065610349739,8.18758989334573E-11,6.31230187416077,0.000818490982056,134.546346664429
ack,83d9cb78-0b13-482b-91ef-e712e11829df,0.132008343720895,1.03502518714157E-11,0.220269203186035,0.000448226928711,8.02827525138855
messages_ready,5954115e-4dea-40b6-b29d-08a6ecaa90e9,4.82455816589571E-06,,0.337882995605469,0.000428676605225,0.13761568069458
messages_unacknowledged,a704402a-78cf-4fc9-aad2-7e960865af94,0.210963244351076,3.03854041482336E-09,2.16006517410278,0.001220226287842,28.9971511363983
cpu_prct_used,2883c27f-a3f0-4ebe-92eb-f59f58a67321,3.42358950225083,3.13452507988344E-15,0.503657102584839,0.000522375106812,16.7147691249847
memoryConsumed,6aa27981-dbbe-4b2a-888e-86ac62b627db,7397.71468289834,1.95558087197158E-28,2.76760363578796,0.000635862350464,30.3601865768433
cpu_prct_used,a55d4b31-c24f-45dc-ab83-1a49d2ca66dd,46.520140871706,0.054711480554714,1.24272537231445,0.001561641693115,17.2967312335968
cpu_prct_used,ac8519bc-2985-4869-8aa8-c5fdfc68ec44,4.9721117202607,2.83201653918693E-16,0.192691802978516,0.000455141067505,13.8305060863495
cpu_usage,4b230578-a6b1-4b08-bc78-4caf3771c3f7,0.000189265103698,1.47165378821333E-25,14.3163678646088,0.000877141952515,235.18713259697
ack,0e33bc37-e207-4c4c-bad0-f8f9b7dc45a3,4.82455816589571E-06,,0.197238683700562,0.000428915023804,0.139434099197388
messages_ready,c1551b0b-59c9-4520-a9aa-e37cf66e14d6,4.8245581658957E-06,,0.357222557067871,0.000434637069702,0.139086484909058
cpu_prct_used,af33574c-c852-4b76-9e67-b19ad444250d,0.252838905450401,0.02179024092544,0.388293504714966,0.000449895858765,22.7198572158813
cpu_usage,7e4a1bad-0fa8-470b-bf78-97a4dc24f68f,0.1548464771502,2.5920734647113E-10,0.322767019271851,0.000438928604126,7.98255681991577
messages,0835b76f-d695-4a13-b6e2-4a4617fd7338,4.83990077622495,0.770008333094711,0.093173742294312,0.000576019287109,1.23620700836182
cpu,a81f3ad9-93cf-488c-8810-7dd44ef25a6e,0.893765255501401,2.02827863245942E-13,0.121055126190186,0.000450849533081,8.05948138237
cpu_prct_used,bc1494de-1529-4905-9fb3-51e440f7fa07,7.53736900883659,0.003634930464898,2.78990459442139,0.000797271728516,53.7495617866516
consumers,ba4f28c7-fa97-4233-84bf-230457afce08,0.000462570493492,2.30209704796919E-08,0.225133180618286,0.000482797622681,7.38117551803589
memoryConsumed,44203561-815a-48aa-ae9c-299eff0c64d8,26.1786575870672,1.24314363576255E-08,0.372413158416748,0.000455856323242,13.6680994033813
messages_unacknowledged,dbab29c2-a17b-4e2a-90a0-f18f513bfdc2,4.8245581658957E-06,,0.346132516860962,0.000397682189941,0.139433145523071
