metric_name,metric_id,mean_squared_error,training_time,inference_time
cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,3.56855981323348,15.3186066150665,0.040648460388184
messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,0.516491047047647,6.48848009109497,0.041673421859741
cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,9.69988025709355,6.4071044921875,0.043051242828369
messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,0.002064982278881,6.34268307685852,0.040455102920532
cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,4.36819779340179,6.47765302658081,0.039927482604981
consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0.00057554242526,6.36513209342957,0.04180908203125
ack,eff3da11-6f06-48a4-8187-35fdcded15ec,21.6279788749398,6.33327889442444,0.040532827377319
ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,0,6.36601805686951,0.043398141860962
cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,4.30431706380259,6.23248052597046,0.045103549957275
messages,406bb3d8-3043-4169-aa78-406dd46d26db,12372.60522283,6.3436233997345,0.046518087387085
cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,3.46712627726444,6.39145874977112,0.041821002960205
messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,0,4.24565291404724,0.03677773475647
messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,0,6.38791227340698,0.043307781219483
messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,0.454451592193427,6.35346841812134,0.116366863250732
messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,1.09484040538679,6.5144681930542,0.039569139480591
messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,18044.0678340556,6.50454354286194,0.043547630310059
messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,0,6.5661096572876,0.040527820587158
ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,0,6.7336790561676,0.039329767227173
cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,8.03988907163399,6.50100469589233,0.040096759796143
consumers,4583b548-0919-422e-84bd-7861d392be6c,0.096965305284088,5.96647882461548,0.036237239837647
cpu_prct_used,19de83dd-60a6-4b55-810d-e7c6522270d4,2.08858947191837,6.08157300949097,0.041547060012817
messages,9bf7d77c-470b-4271-9842-3f39813df39d,83.6105152580628,7.43254613876343,0.042107582092285
memoryConsumed,f943f1e8-4ebd-45b0-95ac-5fb0514e6b15,203038.373515944,23.3936486244202,0.07913088798523
cpu_prct_used,2c354d5d-5a3d-4281-ab05-3b0e8074cac4,0.219233599912285,6.70731973648071,0.039270639419556
cpu_prct_used,1a78350c-5973-4525-a5a3-f8c9532c1300,9.19851916461434,6.49657678604126,0.046923398971558
ack,b04775fb-05d1-4430-82b8-ccf012ffb951,0.296965585239956,6.4391553401947,0.040700912475586
cpu_prct_used,99cfb50b-d959-40b5-b137-911a99d41eed,1.12756061543268,23.710590839386,0.065668344497681
ack,83d9cb78-0b13-482b-91ef-e712e11829df,0.129353073964219,6.55056953430176,0.041757345199585
messages_ready,5954115e-4dea-40b6-b29d-08a6ecaa90e9,0,6.332195520401,0.041194915771484
messages_unacknowledged,a704402a-78cf-4fc9-aad2-7e960865af94,0.219663449866118,7.09961700439453,0.049003124237061
cpu_prct_used,2883c27f-a3f0-4ebe-92eb-f59f58a67321,2.84676561700281,6.62489342689514,0.041499853134155
memoryConsumed,6aa27981-dbbe-4b2a-888e-86ac62b627db,6958.45212673048,22.9358549118042,0.080000400543213
cpu_prct_used,a55d4b31-c24f-45dc-ab83-1a49d2ca66dd,14.184581305127,6.40142416954041,0.038344144821167
cpu_prct_used,ac8519bc-2985-4869-8aa8-c5fdfc68ec44,3.60615283431877,6.4788670539856,0.044133186340332
cpu_usage,4b230578-a6b1-4b08-bc78-4caf3771c3f7,0.000466667112298,23.5548477172852,0.064989805221558
ack,0e33bc37-e207-4c4c-bad0-f8f9b7dc45a3,0,6.36523842811585,0.04350757598877
messages_ready,c1551b0b-59c9-4520-a9aa-e37cf66e14d6,0,6.57744669914246,0.039439678192139
cpu_prct_used,af33574c-c852-4b76-9e67-b19ad444250d,0.221301508231137,6.34383082389832,0.040700197219849
cpu_usage,7e4a1bad-0fa8-470b-bf78-97a4dc24f68f,0.124114787634109,3.64349985122681,0.034086227416992
messages,0835b76f-d695-4a13-b6e2-4a4617fd7338,0.958984375,6.40687847137451,0.042303323745728
cpu,a81f3ad9-93cf-488c-8810-7dd44ef25a6e,0.878993390319936,6.57743549346924,0.042415142059326
cpu_prct_used,bc1494de-1529-4905-9fb3-51e440f7fa07,3.42954651840435,6.40215849876404,0.042463302612305
consumers,ba4f28c7-fa97-4233-84bf-230457afce08,0.207368387269192,6.75982046127319,0.054176807403565
memoryConsumed,44203561-815a-48aa-ae9c-299eff0c64d8,32.8908513947078,5.12056684494019,0.034805774688721
messages_unacknowledged,dbab29c2-a17b-4e2a-90a0-f18f513bfdc2,0,6.59058690071106,0.040895700454712
cpu_ready,205c24a7-82be-44ab-86f8-0a680c1cd275,8.09526795988157,7.0334005355835,0.044598817825317
messages_unacknowledged,049d35fa-af41-4479-ba7b-55873bfc377e,1.58675284637826,6.72126770019531,0.12110161781311
messages_unacknowledged,1abd43d3-55ba-4237-afbf-23f06414beea,0,4.48967838287354,0.037729740142822
messages_ready,b7701594-0a23-47f7-a645-bcfd09a9001e,0,4.53620195388794,0.038196325302124
