,metric_name,metric_id,mean_squared_error,training_time,inference_time
0,cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,4.265010132682543,15.681828498840332,0.3146510124206543
1,messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,99.42121075724988,6.5558083057403564,0.1788160800933838
2,cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,8.806115401073917,15.681828498840332,0.06355786323547363
3,messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,0.08418700812563543,6.379618883132935,0.17941069602966309
4,cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,17.97046612049589,6.991870880126953,0.17819929122924805
5,consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0.05426110995360799,6.389429330825806,0.18449020385742188
6,ack,eff3da11-6f06-48a4-8187-35fdcded15ec,258.7080732940122,6.586016654968262,0.18764901161193848
7,ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,1.8853868162486327,6.586016654968262,0.06165504455566406
8,cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,17.834673014200106,6.991870880126953,0.06657552719116211
9,messages,406bb3d8-3043-4169-aa78-406dd46d26db,81610.93573780416,6.379618883132935,0.06257152557373047
10,cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,4.416081707682251,15.681828498840332,0.06005382537841797
11,messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,1.4100864213471898,6.62780237197876,0.17096424102783203
12,messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,1.4100864636173962,6.62780237197876,0.06282186508178711
13,messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,15.167896318717094,6.62780237197876,0.06483936309814453
14,messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,39589.176702730256,6.62780237197876,0.052410125732421875
15,messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,771024.3172507596,6.62780237197876,0.060176849365234375
16,messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,0.2607861742499841,6.5558083057403564,0.06117701530456543
17,ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,1.8853868162486327,6.586016654968262,0.06509065628051758
18,cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,10.45327206723431,15.681828498840332,0.05951094627380371
19,consumers,4583b548-0919-422e-84bd-7861d392be6c,0.8447026067435,6.389429330825806,0.062211036682128906
20,cpu_prct_used,19de83dd-60a6-4b55-810d-e7c6522270d4,3.052340413138853,15.681828498840332,0.05179333686828613
21,messages,9bf7d77c-470b-4271-9842-3f39813df39d,197.58685787837712,6.379618883132935,0.060230255126953125
22,memoryConsumed,f943f1e8-4ebd-45b0-95ac-5fb0514e6b15,537248.9520510952,4.255149602890015,0.29601383209228516
23,cpu_prct_used,2c354d5d-5a3d-4281-ab05-3b0e8074cac4,1.122774731377465,15.681828498840332,0.051962852478027344
24,cpu_prct_used,1a78350c-5973-4525-a5a3-f8c9532c1300,12.366928396685655,15.681828498840332,0.054982900619506836
25,ack,b04775fb-05d1-4430-82b8-ccf012ffb951,1.8474701672779275,6.586016654968262,0.059632062911987305
26,cpu_prct_used,99cfb50b-d959-40b5-b137-911a99d41eed,1.4627709944618021,15.681828498840332,0.15106511116027832
27,ack,83d9cb78-0b13-482b-91ef-e712e11829df,1.8387830393900435,6.586016654968262,0.057409048080444336
28,messages_ready,5954115e-4dea-40b6-b29d-08a6ecaa90e9,1.4100864213471898,6.62780237197876,0.1630415916442871
29,messages_unacknowledged,a704402a-78cf-4fc9-aad2-7e960865af94,0.3768258547014783,6.5558083057403564,0.052710771560668945
30,cpu_prct_used,2883c27f-a3f0-4ebe-92eb-f59f58a67321,4.361904053302278,15.681828498840332,0.05730080604553223
31,memoryConsumed,6aa27981-dbbe-4b2a-888e-86ac62b627db,8672.299349076922,4.255149602890015,0.16228604316711426
32,cpu_prct_used,a55d4b31-c24f-45dc-ab83-1a49d2ca66dd,18.111419851925866,15.681828498840332,0.05912613868713379
33,cpu_prct_used,ac8519bc-2985-4869-8aa8-c5fdfc68ec44,4.218296733101076,15.681828498840332,0.05761456489562988
34,cpu_usage,4b230578-a6b1-4b08-bc78-4caf3771c3f7,0.3681039533443755,6.991870880126953,0.15992116928100586
35,ack,0e33bc37-e207-4c4c-bad0-f8f9b7dc45a3,1.8853868162486327,6.586016654968262,0.05479311943054199
