metric_name,metric_id,mean_squared_error,training_time,inference_time
cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,9.20310427496605,15.2856247425079,0.268400430679321
messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,90.0503900819216,6.3755304813385,0.127608299255371
cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,10.3605080009427,15.2856247425079,0.05473804473877
messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,4.26383806185228,6.61199760437012,0.131846904754639
cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,25.8962197391307,6.35538959503174,0.130640745162964
consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0.066464741976086,6.22704553604126,0.131702661514282
ack,eff3da11-6f06-48a4-8187-35fdcded15ec,222.911329764774,6.54905128479004,0.159812450408936
ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,2.51547202835803,6.54905128479004,0.057916641235352
cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,25.6397144776632,6.35538959503174,0.057988166809082
messages,406bb3d8-3043-4169-aa78-406dd46d26db,899232.350165406,6.61199760437012,0.051282644271851
cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,10.6965211863822,15.2856247425079,0.051368713378906
messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,2.39621793451878,6.41645169258118,0.117393493652344
messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,2.39621783502091,6.41645169258118,0.053941488265991
messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,12.6782938813623,6.41645169258118,0.054602861404419
messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,61386.6122212327,6.41645169258118,0.052030563354492
messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,57090.0291119211,6.41645169258118,0.058955669403076
messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,2.12107194358899,6.3755304813385,0.053287982940674
ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,2.51547202835803,6.54905128479004,0.273811817169189
cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,19.1171699402249,15.2856247425079,0.053586006164551
consumers,4583b548-0919-422e-84bd-7861d392be6c,0.81078542852731,6.22704553604126,0.058206796646118
