metric_name,metric_id,mean_squared_error,training_time,inference_time
cpu_prct_used,091c334c-a90a-4d8f-ba75-2c936220cd64,4.00984103692362,145.170778274536,0.047544956207275
messages_unacknowledged,fe897d86-1ea4-4e00-a018-5cd8702e96b3,0.657295763492584,132.852216243744,0.046950101852417
cpu_prct_used,cc0f3149-f443-4ba8-b8ae-931fedb52e82,9.89555093587416,138.465651512146,0.054110527038574
messages,32e3bff5-5ab7-491a-a1c0-cf3952ac5530,8.01426358520985E-06,147.246255874634,0.050565481185913
cpu_usage,a88abad6-0f29-4d5e-b688-ba698ab97d59,4.49434708461332,174.540646314621,0.080338716506958
consumers,81e5a28a-cbc1-4652-ad63-29d99142bace,0,137.034731626511,0.044226169586182
ack,eff3da11-6f06-48a4-8187-35fdcded15ec,29.2699089459663,131.625243663788,0.045705080032349
ack,3436bacf-c5d3-4c51-8b3f-8196fddae06f,0,134.058091878891,0.043875217437744
cpu_usage,e7ea3817-6a9a-4eab-aa56-bb8bb3c0385a,5.19742744832296,134.510104894638,0.044192314147949
messages,406bb3d8-3043-4169-aa78-406dd46d26db,5704.94421230438,130.842578649521,0.046987056732178
cpu_prct_used,05398140-2e37-4635-ad89-b48dc87fb26e,3.97494727884435,133.497948646545,0.044981241226196
messages_ready,f0dd3b75-740a-4a37-bcef-9f78f4e35019,0,67.7240972518921,0.039937973022461
messages_ready,a63e7c1e-f939-4f7c-9225-8d6a4ee335f8,0,132.663098573685,0.045482158660889
messages_ready,5ef49e43-2e64-4c4a-a766-1d83ce4fc921,0.64695805311203,130.525447368622,0.046720743179321
messages_ready,56443783-595c-4f64-a2cb-382be56ab9fa,400.691589355469,131.197221755981,0.04911994934082
messages_ready,6874bc1f-b387-4464-b7c7-67e5f6f80a5b,2121.50950790617,131.833121299744,0.045046806335449
messages_unacknowledged,2e6a0717-632b-486d-b254-2b57c11ef283,0,135.369635343552,0.04262113571167
ack,fcf0dce1-ec4d-437a-bff5-9e729993a5d6,0,131.722521305084,0.046281576156616
cpu_prct_used,439befad-05e4-4c4a-b858-b6b285d82300,8.55533853918922,136.5063560009,0.046080827713013
consumers,4583b548-0919-422e-84bd-7861d392be6c,0.036300498992203,136.031391620636,0.044724941253662
cpu_prct_used,19de83dd-60a6-4b55-810d-e7c6522270d4,3.9979353332743,135.336337327957,0.044505119323731
messages,9bf7d77c-470b-4271-9842-3f39813df39d,85.5161426350175,134.117102861404,0.044842004776001
memoryConsumed,f943f1e8-4ebd-45b0-95ac-5fb0514e6b15,200399.683411267,661.738593578339,0.096395969390869
cpu_prct_used,2c354d5d-5a3d-4281-ab05-3b0e8074cac4,0.227999357516916,132.71920800209,0.043658256530762
cpu_prct_used,1a78350c-5973-4525-a5a3-f8c9532c1300,10.0694319457881,135.619394302368,0.322625160217285
ack,b04775fb-05d1-4430-82b8-ccf012ffb951,0.282997417823649,137.308205604553,0.045341968536377
cpu_prct_used,99cfb50b-d959-40b5-b137-911a99d41eed,1.23934383767416,673.176071643829,0.103445768356323
ack,83d9cb78-0b13-482b-91ef-e712e11829df,0.130914308821769,136.488963365555,0.046429872512817
messages_ready,5954115e-4dea-40b6-b29d-08a6ecaa90e9,0,132.329824924469,0.048136949539185
messages_unacknowledged,a704402a-78cf-4fc9-aad2-7e960865af94,0.198222722183926,133.476139068604,0.045264959335327
cpu_prct_used,2883c27f-a3f0-4ebe-92eb-f59f58a67321,2.97754417986588,135.893556118012,0.045741081237793
memoryConsumed,6aa27981-dbbe-4b2a-888e-86ac62b627db,7045.18474839554,665.056163072586,0.088658571243286
cpu_prct_used,a55d4b31-c24f-45dc-ab83-1a49d2ca66dd,15.1843649843918,134.991378545761,0.31680417060852
cpu_prct_used,ac8519bc-2985-4869-8aa8-c5fdfc68ec44,4.05023583065289,135.367223024368,0.045226335525513
cpu_usage,4b230578-a6b1-4b08-bc78-4caf3771c3f7,2.98023223876953E-08,669.048238992691,0.098337411880493
ack,0e33bc37-e207-4c4c-bad0-f8f9b7dc45a3,0,133.977689027786,0.048117637634277
